/*
 * To change this license header, choose License Headers in Project Properties.
 * To change this template file, choose Tools | Templates
 * and open the template in the editor.
 */line 0 cols 0-188 is COMMENT
package                                           line 5 cols 7-14 is T_IDENTIFIER
layout                                            line 157 cols 28-34 is T_IDENTIFIER
.                                                 line 157 cols 29-30 is T_PUNCTUATION
createSequentialGroup                             line 157 cols 50-71 is T_IDENTIFIER
(                                                 line 157 cols 51-52 is T_PUNCTUATION
)                                                 line 157 cols 52-53 is T_PUNCTUATION
.                                                 line 158 cols 17-18 is T_PUNCTUATION
addGroup                                          line 158 cols 25-33 is T_IDENTIFIER
(                                                 line 158 cols 26-27 is T_PUNCTUATION
layout                                            line 158 cols 32-38 is T_IDENTIFIER
.                                                 line 158 cols 33-34 is T_PUNCTUATION
createParallelGroup                               line 158 cols 52-71 is T_IDENTIFIER
(                                                 line 158 cols 53-54 is T_PUNCTUATION
javax                                             line 158 cols 58-63 is T_IDENTIFIER
.                                                 line 158 cols 59-60 is T_PUNCTUATION
swing                                             line 158 cols 64-69 is T_IDENTIFIER
.                                                 line 158 cols 65-66 is T_PUNCTUATION
GroupLayout                                       line 158 cols 76-87 is T_IDENTIFIER
.                                                 line 158 cols 77-78 is T_PUNCTUATION
Alignment                                         line 158 cols 86-95 is T_IDENTIFIER
.                                                 line 158 cols 87-88 is T_PUNCTUATION
LEADING                                           line 158 cols 94-101 is T_IDENTIFIER
)                                                 line 158 cols 95-96 is T_PUNCTUATION
.                                                 line 159 cols 21-22 is T_PUNCTUATION
addComponent                                      line 159 cols 33-45 is T_IDENTIFIER
(                                                 line 159 cols 34-35 is T_PUNCTUATION
jScrollPane1                                      line 159 cols 46-58 is T_IDENTIFIER
)                                                 line 159 cols 47-48 is T_PUNCTUATION
.                                                 line 160 cols 21-22 is T_PUNCTUATION
addGroup                                          line 160 cols 29-37 is T_IDENTIFIER
(                                                 line 160 cols 30-31 is T_PUNCTUATION
layout                                            line 160 cols 36-42 is T_IDENTIFIER
.                                                 line 160 cols 37-38 is T_PUNCTUATION
createSequentialGroup                             line 160 cols 58-79 is T_IDENTIFIER
(                                                 line 160 cols 59-60 is T_PUNCTUATION
)                                                 line 160 cols 60-61 is T_PUNCTUATION
.                                                 line 161 cols 25-26 is T_PUNCTUATION
addGap                                            line 161 cols 31-37 is T_IDENTIFIER
